text,label,Column3
senin beynine sokam,Negative,tweet-pn
sen dünya ve olimpiyat şampiyonu güreşçisi olarak kalsaydın ya ,Positive,tweet-pn
Bazı hocalarımız var direkt giriyor.,Negative,tweet-pn
sofi tukkerin her sarkisi cok basarili,Positive,tweet-pn
vefat eden babasının yıllar sonra fotoğrafını gören adam,Positive,tweet-pn
sene açmasınlar bence tek bu dönem kurtarmaz Abi siz ne kullanıyorsunuz bu kafadan ben de istiyorum Koca yıl online demek milyonlarca kişi neler kaybedecek demek hiç düşünmüyor musunuz bu ne yaa ,Positive,tweet-pn
aşağılık sahtekar şerefsiz utanmaz şu an itibarıyla kimse ülkesine istemiyor bu rezil herifi bunun asıl adı dalyarak,Negative,tweet-pn
Allah belanızı versin sizin,Negative,tweet-pn
Sizce Ekrem tatilde Yunan adalarına gider mi ,Positive,tweet-pn
Nasıl da gündem olamadılar nasıl da ses getiremiyorlar İttifakları dahi ses etmiyor hatta destekliyor Siyaseten bir yerde buluşamakta en sonunda tarih ile inanç ile toplumun neredeyse tamamı aynı noktada buluşuyor ,Positive,tweet-pn
 Kur an toplumu Ahirette fayda sağladığı gibi bu Dünyada da fayda sağlar Kur an toplumunda din akıl ,Positive,tweet-pn
 sülalem sülalene bela olur ,Negative,tweet-pn
Domal amk kızı gotunu sikicem ,Negative,tweet-pn
harika düğün fotoğrafları için 10 ipucu,Positive,tweet-pn
sen benim için o kadar güzelsin ki sporda karıların götüne bile bakmıyorum o kadar para ödeyip bu hakka sahip olmama rağmen,Positive,tweet-pn
gündeme sokalım bu kansızı ,Negative,tweet-pn
ne angut insanlar var ya sanki ben sizin anlamsiz sohbetinizi cekmek zorundayim,Negative,tweet-pn
"Bugün ıssız, kimsesiz bir tepede, bir başıma ve huzurla güne veda ettim.",Positive,tweet-pn
Nutugu gotume sokim rahatlayın ,Negative,tweet-pn
Siz Benim kime küstüğümü nerden bileceksiniz ,Positive,tweet-pn
kafanı keseceğim senin,Negative,tweet-pn
hayır ve şer haktandır,Positive,tweet-pn
bugünde çok mutluyum diyeceğim günler gelsin bir an önce,Positive,tweet-pn
çenesiyle ateş ediyor siper alın daha 2 gün var,Positive,tweet-pn
en güzel düğün duâsı allah sizi sabah namazı kaçırılmayan evlerde yaşatsın,Positive,tweet-pn
adam sapık ruhlu adam şiddete yönelik biri adam psikopat ve en vahim olan tarafı ise adam evli bir çocuk babası psikopat adamın siyasi görüşü dini imanı olmaz bunu bile kendinize çekecek kadar gözü dönmüş insanlarsınız neden hdp vekil tecavüz ettiğinde böyle konuşmadın rezill ,Positive,tweet-pn
Işte gerizekalilar in diramı,Negative,tweet-pn
kim bu gizli beğenen hesap mal salak gerizeka kendini belli et körebe oynamıyoruz,Negative,tweet-pn
Evrim aniden bağırma sorunlu musun evde çocuk var korkuyor.,Positive,tweet-pn
Ben hep kendime çıkan bir yokuştum. ,Positive,tweet-pn
 Durup düşünmeye zamanın olur mu Yitirmeden anlamaz insan Sevdiklerin yolun sonunda ,Positive,tweet-pn
evet çok tatlısın ama benim tatlıya alerjim var,Positive,tweet-pn
Gazi Mustafa Kemal Atatürk’ün pazara kadar değil mezara kadar hatta geriye bırakacak olduğumuz özgül ağırlıkları yüksek genetik mirasçılarımızla sonsuza kadar askeriyiz!,Positive,tweet-pn
yırt götünü alçak omurgasız işid masum askerimizi yakarken sessiz kaldın ya pezevenk senin ta ,Negative,tweet-pn
gözler kalbin aynasıdır,Positive,tweet-pn
 Yunan siyasi iradesi ya da yargı kurumu Selanik te müze olan Atatürk ün doğduğu ev ile ilgili tek yanlı bir tasarrufa gi ,Positive,tweet-pn
soysuzluk zor zanat tabi,Negative,tweet-pn
beni minimum 5 yıllık arkadaşlarım eleştirebilir,Positive,tweet-pn
Sana deli gibi aşığım demeyelim de gıcık oluyorum diyelim..,Positive,tweet-pn
Öldürürüm seni biliyosun dimii ,Negative,tweet-pn
Hatta söyle de bisey var Suan bu evli iken eşini aldattığı icin esi de kalkıp bu adamı oldurse hakdir o zaman Kadın da kendi namusunu mu temizlemiş olur bu durumda Sonucta adam haketti evli iken dinimize aykırı zina yaptı Niye kimse bunu sormuyor ,Positive,tweet-pn
Yalanını sikem ,Negative,tweet-pn
"Elim ayağımın takâti yokken,",Positive,tweet-pn
Kes sesini Aziz>Fenerbahçe Aykut >Fenerbahçe diyen rezil  sefil. ,Negative,tweet-pn
yaasss niye ayni bizim gibi corrupted ve salak olabilecek insanlara guc ve otorite veriyoruz yo kizlar bunu kabul etmeyelim millet iradesi ,Negative,tweet-pn
lanet olsun içiniz dışınız pislik dolu,Negative,tweet-pn
Umut varken gitti bı malı aldı oyuna aq,Negative,tweet-pn
cerrahpaşaduruşu sanmayın ki bu duruş keyfimizdendircerrahpaşanın kaybı maalesef ki en çok halkımıza acı verecektir,Positive,tweet-pn
Hiç mi sekmez be kardeşim! Kralın da zihniyetin de çıplak,Negative,tweet-pn
bu ülkede herkese saldıran bir grup var allah onların belasını versin,Negative,tweet-pn
minyon citi pitibunu once cok guzel yalayip ya kucagimda yada domal acimadan sikerim,Negative,tweet-pn
 Allahım ne hale geldik Ya Rabbim her gün bir vahşet her gün bir tecavüz bence tutuklanmasın gebertilsin,Negative,tweet-pn
Kancık Musti tasmalı enik ecdadını s tim gibi ifadeler ehli sünnet şuur ve hassasiyetine ait bir mümine yakışmadığı gibi karşı tarafa da zulme şiddete uğramış mazlum profili çizdirir Tenkid yapılacaksa ilmi metod en etkili olandır ,Negative,tweet-pn
acayip mutluyum tarifsiz bir gurur bu,Positive,tweet-pn
"AKP’li vekil adayları çok hınzır. Erdoğan olmasa bunlar, köye muhtar olamazlar.",Positive,tweet-pn
Bi insan orospu çocuğu olmasın direk yazsin yada yazmasın fark ederimi karşında kadın var,Negative,tweet-pn
tıpkı sürtük ermeni ailesi kardaşiyanlar gibi kancık ermenistanda onun bunun altına girmekle tadını herkese tattırarak varlığını sürdürmekte ,Negative,tweet-pn
Eskorta giden manitanın ben eskorta gittim diye anlatacağı kadar medeni bi insanım gavat pezevenkte olabilirim emin değilim ,Negative,tweet-pn
Bugünümüze ve geleceğimize sahip çıkmaya çalışırken ne yazık ki geçmişimiz beton yığınları altında kalmış,Positive,tweet-pn
"5 dakika yalakalık yap milyonları indir cebe ne ala memleket, kimi kime şikayet ediyorum ya sizde bir yalakasınız değilmi Pardon",Negative,tweet-pn
kadına her gün biraz daha hayran oluyorum,Positive,tweet-pn
Sonra kız kardeşim kendisinin evli olduğunu öğrenince bir daha aramamasını söylüyor Adam bunu duyunca kız kardeşimi yaka paça vurarak darbederek arabasına bindirerek ormanlık alana götürüyor Orada dövüyor ,Positive,tweet-pn
Acunmedya global firmasında dominikte 6 ay çalıştım size açıklama yapmak isterdim ama bu yaşta hiç uğraşamam,Positive,tweet-pn
Ülkede tiktok kullanmayan çok az kişi kaldı. ,Positive,tweet-pn
Ekrandan herkese ahlak bekçiliği yapan ahlaksız,Negative,tweet-pn
iremm çok tatlısın yaa yicemm,Positive,tweet-pn
Amına koyduğumun Urfası size peygamber geldi sizi adam etmesi için gidip onu da yaktınız.,Negative,tweet-pn
"Kadına, çocuğa, hayvana ve doğaya şiddet giderek artıyor. Toplumsal hoşgörünün azalması ve kutuplaşma şiddeti destekliyor. Üniversite eğitimi sadece bir iş bulma aracı değildir, şiddete karşı, hukuka saygılı, barışı ve insanlığı savunabilecek bireyler yetiştirmelidir.",Positive,tweet-pn
neyse bu ruya beni supheye dusurdu ydtyi kontrol etmek istedim ama cevaplarin cogunu unutmusumdur,Positive,tweet-pn
Yine kazık gibi oldu var mı kucağa gelmek isteyen azgın bir bayan Sikiş sex porno Sikiş sanal dul porn türbanlı Ensest Swinger Sik Liseli Çıtır azdım Seks İfşa Türkçe ifşa Türk pornosu Sikişmek Boşalmak Sohbet Cinsellik Azdım Bekar Gizli Seksi Evligizli Sanalsex Sakso Azgın ,Negative,tweet-pn
Millet sesizliğimizi korkaklık sanıyor galiba sizi sikeriz bidaha kalkamazsınız ,Negative,tweet-pn
Sık git artık düşlerimden güncelleşmek ,Positive,tweet-pn
İnsanların ayıplarını annelerine hakaret ederek ifşa etmek de ayıplanan  kadar ayıplanmalı.,Positive,tweet-pn
hayır aq çocu aseksüel değilim sadece senle sikis sokus muhabbeti etmek istemiyorum,Negative,tweet-pn
e tabi bahane şart survivor,Positive,tweet-pn
bunun gibileri sürmeli almanyadan aç itler,Negative,tweet-pn
çikolata istiyorum bir sürü çikolata,Positive,tweet-pn
Yaptıgınız her kurgu. Uyguladıgınız her algı. Söylediginiz her yalan bu adamı şampiyon yapmaktan alıkoyamıycak. Şampiyon BARIŞ MURAT YAĞCI olucak kudurankeee,Negative,tweet-pn
Egenin kara incisi manisada belediyeden beklentim şehir meydanına her yerden görünecek kadar büyük sıcaktan ölen sayacı dikilmesidir iyi günler ,Positive,tweet-pn
Kendime kızamıyorum çünkü kendimi çok seviyorum,Positive,tweet-pn
akoydugum faizli parayı kimden alıyorsun dümbük atıp tutuyorsun ondan sonra boy hizasına giriyorsunuz,Negative,tweet-pn
Türkiyenin Tek Tamamen Türkçe koronavirüs canlı yayınına aşağıdaki linkten ulaşabilirsiniz.,Positive,tweet-pn
Her klibinde buram buram kalite ve Anadolu kokan Mabel Matize saygısızlık yapmak kimsenin haddine değildir.,Positive,tweet-pn
"mal aq, iyi ki elendin, kezban",Negative,tweet-pn
aslında tam evlenilecek kızım damalafat kocaman ,Negative,tweet-pn
Biz garibanız o bizden gelmez. Onu yalakacılık yapanlara diyin . Lütfen polemik yapmayın.,Positive,tweet-pn
haksizlik karşisinda susanlara yazik ,Positive,tweet-pn
şu saatte canımın sıkıldıgını anlayıp bi yerlere çağıran güzel insan üşenip gitmek istemeyen pislik ben,Positive,tweet-pn
inci ölüm yıldönümünde saygı ve rahmetle anıyorum..,Positive,tweet-pn
"Danıştay'ın Ayasofya ile ilgili verdiği kararın ülkemize, milletimize ve İslâm alemine hayırlı olmasını temenni ediyorum.",Positive,tweet-pn
iğrenç bir insansın sen,Negative,tweet-pn
kötüler ölsün ,Negative,tweet-pn
 OzturkSemih Get götüve şille vur kancık ,Negative,tweet-pn
Düşündüğün kişinin o an mesaj atması telepatik anlaşmak bu olsa gerek net ,Positive,tweet-pn
favlayanın kaynanası ölsün inş ,Negative,tweet-pn
Hay sokayım ,Negative,tweet-pn
cc fanları dünden beri berkanı linçliyorlar bunlardan daha aptal bi kitle tarihte yoktur ,Negative,tweet-pn
 `` Muhakkak ki Allah adaleti iyiliği akrabaya yardım etmeyi emreder çirkin işleri fenalık ve azgınlığı da yasaklar,Positive,tweet-pn
kastamonulu yahudi cenabet,Negative,tweet-pn
"Seyfi Dursunoğlu, namıdiğer Huysuz Virjin vefat etti. 70’lerde başladığı zor bir kariyeri 2000’li yıllara kadar sürdürmeyi başaran bir sanatkârdı. 2007’de sansüre karşı bir daha “Huysuz Virjin” olmamaya karar vermişti. Allah rahmet eylesin.",Positive,tweet-pn
Bir sik gelmedi ,Negative,tweet-pn
bende senin ananı sikerim,Negative,tweet-pn
standart bir sağlıkta şiddet vakasından çok daha fazlası olan bir durumdur.,Positive,tweet-pn
"1 Temmuzdan itibaren kafe, eczane, berber, manav, lokanta gibi yerler açılacak",Positive,tweet-pn
Yarım yamalak İngilizcesi ile ülke ülke gezen sıradan bir magazin muhabiriyken bugün futbol kulübü alacak kadar zenginleşen.. Sır bir yükseliş,Positive,tweet-pn
Merakımı mazur görün siz olsaydınız açılması için çaba sarf eder miydiniz ,Positive,tweet-pn
bir ay doğarı da açtığımıza göre ağır hassasiyetli efkar moduna geçmişim demektir hadi hayırlısı,Positive,tweet-pn
Bir ben kaldım aday olmayan. Evet arkadaşlar an itibariyle eksik kalmıyor,Positive,tweet-pn
Uyuyan kediyi uyandırmak... O üç göz kapağının ve göz bebeklerinin hareketi... Anlayamazsınız,Positive,tweet-pn
"Erkan Baş'ın konuşmasından sonra AKP'li bir vekil, kürsüyü temizleyen Meclis çalışanına ""orayı iyi temizle, pistir"" diye bağırdı, ortalık karıştı.",Positive,tweet-pn
ABD'de bir hırsız arabayı çaldıktan sonra içerisinde bir bebek olduğunu fark etti. Arabayı çaldığı yere geri döndü. Bebeğin anne babasını çocuğu ihmal ettikleri için azarladı ve bebeği onlara verdi. Sonrasında arabayı tekrar çaldı ve kaçtı.,Positive,tweet-pn
Bir sonraki seçimde beklentim.,Positive,tweet-pn
konuşma lan sikik,Negative,tweet-pn
Benim bildiğim kadarıyla Youtube da yayıncı olarak Çin ve Kore yapımı sadece vatandaşlık ve vpn ile girilebilen oyunların yayınını yapan bir tek OMT Game vardı ki adam baya can çekişerek yayın yapıyordu o kadar lag ile yayın yapmak cidden zor iş ,Positive,tweet-pn
Sadece beni sevenler `` bu gülücükle menş ata bilirmii ,Positive,tweet-pn
 Değerli hocamız in yeni kitabı çıkmış Çağımızı daha iyi anlamak için alın okuyun Kendisi yazım sürecinde sık ,Positive,tweet-pn
"Büyükçekmece'de bir koca, 2 çocuğunun annesi olan 8 yıllık eşini uykusunda boğarak öldürdü. Ekipler tarafından gözaltına alınan zanlı tutuklanarak cezaevine gönderildi.",Positive,tweet-pn
bu millete  politikacılar atatürkün emperyalizime karşı oluşunu ve modernite ile batılaşma çabasını yanlış anlıyor,Positive,tweet-pn
 Cumamız mübarek işlerimiz bereketli sağlığımız her daim iyi olsun ,Positive,tweet-pn
sn cumhurbaşkanımız genel başkanımız grup konuşmasına başladı haftamız hayırlı olsun,Positive,tweet-pn
Allah ım herkesin ömrü merhameti kadar olsun ne olur Allah ım ,Positive,tweet-pn
z kuşağı ve gri bölge tam da bir boomer tarafından birbiriyle eşleştirilebilirdi siz bence temiz temiz z kuşağına kedi köpek muamelesi yapıp ne yer ne içerler konuşmaya devam edin çünkü belli ki haklarında bunun dışında bir şey konuşacak kadar hakim değilsiniz konuya ,Positive,tweet-pn
şımaracak kimsen olmayınca hayat  kocaman bir insan haline getirir,Positive,tweet-pn
 Kostantiniye düştü Yaşasın İSLAMBOL AyasofyaCamii ,Positive,tweet-pn
Exatlon şuan çekiliyor olsaydı acun takımları eşitlemek için beyaz takıma berkanı transfer ederdi sonra siyahlar oyun kazanamazdı,Positive,tweet-pn
Bizde R olmaz ,Positive,tweet-pn
çok tatlı ya,Positive,tweet-pn
Kesin bitti denilen Caner Gökhan Novak vs konularında başka takımların adı geçmeye başladı yine mi kriz yaşayacağız Yine mi son dakikada Zanka Tolgay Yine mi sol bek Deniz Türüç ,Positive,tweet-pn
Bazıları için ahlaksız olmak  ahlaksız nesil dünyaya getirmek büyük onur,Negative,tweet-pn
Yalancının anası ölsün mü çok âmin ölsün ama oğluyla birlikte ,Negative,tweet-pn
"%12/13 arası enflasyon seviyesi önemli bir eşik, mücadele edemezsek tıpkı daha önce gördüğümüz gibi hızla yükselir. Atalet (inertia).",Positive,tweet-pn
Tüm günümün aydın geçmesi için temennide bulunan ve bulu…,Positive,tweet-pn
sinema filmlerinde ağla,Positive,tweet-pn
Bir insan ne kadar ezik olabilirki kadın kılığına girip twit atmak hemde müstehcen fotoğraflar bir kadının asla paylaşmayacaği fotolar gelip kafasına göre yapıp birde rt yapıp rt listelerine fav guruplarına sokuyor Siz onu tahmin edebilirsunuz tane hesabı var ,Negative,tweet-pn
Sadece erkekler sapık değildir dndndjdnjdndxjdndndnx ,Positive,tweet-pn
küçük hanımlar küçük beyler sizler hepiniz geleceğin bir gülü yıldızı ikbal ışığısınız yurdu asıl aydınlığa boğacak olanlarsınız,Positive,tweet-pn
çok beklersiniz piç eniği piçler ,Negative,tweet-pn
seni tutan mı var angut s ol git almanyada hans dündarla takıl belkide oradasındır günahını almiyim şimdi,Negative,tweet-pn
kadına şiddetin karşısında durduğun için teşekkür ederiz. Biz de Kırmızı Işık uygulamamız,Positive,tweet-pn
 Ayasofya ya halı almak ne demek Ayasofya ya halı olurum ,Positive,tweet-pn
game ower pislik,Negative,tweet-pn
ne güzelsin çocuk,Positive,tweet-pn
sanane be gerizeka yaratık insanın karisindan sen ne olduğuna bak yalaka,Negative,tweet-pn
Yok bugün turşu yicez ,Positive,tweet-pn
İnsan her gün yaşanan olayları görüp bildikçe her canlının acısını acısı ettikçe nasıl mutlu bir hayat arzu etsin?,Positive,tweet-pn
hayatımın en uzun dönemi artık bitsin istiyorum gerçekten dayanacak gücüm kalmadı,Positive,tweet-pn
ne angut bir adamsin ya,Negative,tweet-pn
sensin yosma aq mustafası,Negative,tweet-pn
ben sesini duyamıyorum yüzünü unuttum yanındaki kevaşe saçlarına dokunuyo,Negative,tweet-pn
evladının acısını gör,Negative,tweet-pn
katranı kaynatırsın olur şeker cinsini siktiğiminin cinsine çeker,Negative,tweet-pn
manyak sapık dini kendi nefsine uyduruyosun şarlatan,Negative,tweet-pn
yine minik bişeyden aşırı mutluyum,Positive,tweet-pn
artık bir gerçeği söyleme vakti geldi orospu çocuğunu çok özlüyorum ama nefretim de büyük,Negative,tweet-pn
"Gazetedeki karikatür bantlarından birinde bugün, mizah yerine bir çizerin diğerine evlilik teklifi var. Kızın gazeteyi açıp karikatürü görüp şaşırmasını çizmiş.",Positive,tweet-pn
kürsüye de kafa atar bu gerzek,Negative,tweet-pn
"Özkan Uğur, kanseri ikinci kez yendiğini duyurdu",Positive,tweet-pn
Üzgün iken gülüyoruz diye şizofren mi oluyoruz amk biz gözyaşımızın kıymetini belkı biliyoruz ,Positive,tweet-pn
 cefasi_sefasi Kendisi dedi yaşında hangi siyasi çıkar ile söyleyecek bunu Dediğim gibi aptal aptal tweet atmayın ,Negative,tweet-pn
"TUTUKLANSIN ki ben adalete inanayım. Senin ben soyunu sopunu,zihniyetini skm !",Negative,tweet-pn
amk kürdü bu tiple nasil diaari cikiyon tipini sikiyim,Negative,tweet-pn
yalaka öküz boynuzlarini kasabin biçağina surtermis ,Negative,tweet-pn
Kız benden başaklısına Sevdalanırsan eğer O beyaz gelinliği Giydiğin anda geber..,Negative,tweet-pn
Ya şimdi linç yiycem ama aşırı ilgiden bi ben mi darlanıyorum,Positive,tweet-pn
Hakja kime cevap vermiştin,Positive,tweet-pn
şu amsalak ibne artık birini düşürsün de rahatlasın kurtulamıyoruz başka türlü,Negative,tweet-pn
 Karacayı saçından tutup canını acıtan ve her zaman onu itip kakan c lesuna karşı öperken bile ona kıyamayan ve gerekirse ,Positive,tweet-pn
karım esra nasil tam bir orospu kaltak seks makinesi gibi,Negative,tweet-pn
Kedi köpek sevmeyen birisinin herhangi bir insanı da sevebileceğini pek sanmıyorum ,Positive,tweet-pn
iğrenç bi insansın pisliğinde boğul ,Negative,tweet-pn
 Homofobik gay demiştim Bir iki videosunu göstermiştim yayınlarda Başımıza bela ediyorsunuz bunları dedim Ama bunu ben ,Positive,tweet-pn
Kimse dusmicek galiba amk muhtesem bi ligimiz var ne dusucek takimlar belli ne cikicaklar.,Positive,tweet-pn
sanırım bu tiksintisi onu bir miktar şaşırtmış,Positive,tweet-pn
UNESCO Ayasofya’nın isminin değiştirilmesi onayımızı gerektirir buyurmuş.,Positive,tweet-pn
Adınız dost sadece,Positive,tweet-pn
bombayı koyar patlatırım hepinizi,Negative,tweet-pn
Hata yapmak ve ders almamak ben iflah olmam jdlfkdşslxl ,Positive,tweet-pn
bugün ksilofon ve ağzına kadar çikolata doldurulmuş kfc kutusu aldım harika arkilerim var mutluyum,Positive,tweet-pn
Adalet sistemimiz yine muazzam işliyor ,Positive,tweet-pn
buralarda porno yuvasına döndü amk uygunsuz içerik diye kapatacaklar göt gibi kalıcaz,Negative,tweet-pn
ALLAH senin belanı vermesinki zerre beynin olmadan kendini bişey sanmaya devam ediyorsun Be hey cahil be hey uslanmaz Konyada müftülükte çalışan bir adama telefonla sorulmuş soruyu nasıl diyanete bağlıyorsunuz Ne zaman akıllanacaksınız Milleti salak yerine koymayın ,Negative,tweet-pn
adını memlekette sık duyuyorum büyüyor herhal şöhretin seni insanlığa ben yaymadım şarkılar öğretir ,Positive,tweet-pn
 Katliamdan kaçan Suriye liler gitsin Suriye de ölsün diyenler katildir Suriyeleri istemeyen ırkçıdır Peygamberimiz s ,Negative,tweet-pn
İstediği kadar gizlesinlerTürk milleti muhafazakarları dahil mülteciden bıktı Salgından sonra daha fazla bıktı bu insanlar burada sırtımızdan yesin içsin çoğalsın benim askerim ölsün benim param oraya aksın Yok öyle yağma Bunlar vatan hainidir Her aklına esen ayaklansaydı Ooo ,Positive,tweet-pn
Evrim’in söylediklerine inanan net gerizekalıdır şunun hareketlerine bak,Negative,tweet-pn
bu yorumları yazanlara merak ettiğim için soruyorum. Ahlaksız olan bir tek o mu başkasının suçu yok mu,Positive,tweet-pn
Teslim almayacaksın öldüreceksin,Negative,tweet-pn
Ayasofya nın açılması BOP projesidir diyen çıkmadı mı hala Şoktur geçer ,Positive,tweet-pn
Siktir orospu çocuğu,Negative,tweet-pn
geceye bir adam gibi adam bırakalım,Positive,tweet-pn
 Dünyada kadar aşı çalışmasında ü son evreye girdi içlerinde en ümit vadedenler ABD ve İngiltere den,Positive,tweet-pn
dayanamıyorum artık sehun a yapılan bu muameleye napsın bu çocuk ağzıyla kuş mu tutsun size yaranmak için kancık sm çok sinirliyim keşke batsan ,Negative,tweet-pn
Tarih nasıl yok edilir adlı çalışma,Positive,tweet-pn
Duvak açma yerini maske takmaya bıraktı,Positive,tweet-pn
Ablacım bu ne böyle ezikligin verdiği humma ile 3 5 kisi mesaj atmış,Negative,tweet-pn
hayır tabii ki ezikler ölsün ,Negative,tweet-pn
evden kovulduğumu twitle mi öğrenecektim,Positive,tweet-pn
 Sezen Aksu Ben De Yoluma Giderim ,Positive,tweet-pn
bu gerizeka insanlar topluluğu dursun özbek’ten daha tehlikeli,Negative,tweet-pn
Desteğiniz için teşekkür ederiz,Positive,tweet-pn
tanga delisi kuzenim kübraa nasıl göt,Negative,tweet-pn
kem gözünüze sokim siktiğimin tipleri ,Negative,tweet-pn
 Sizin de sizi destekleyenlerin de size ses çıkarmayanların da Allah bin türlü belasını versin Hepinizin canı cehenneme ,Negative,tweet-pn
Önce izlemem gereken bölümü sonra izlemişim hançer getirin bana ,Positive,tweet-pn
yine bir andaval turnikeden geçmeyi beceremediği için tramvayı kaçırdık hem de 5 saniyeyle falan gel de bu ülkede yaşa,Negative,tweet-pn
tudor defol git bu ülkeden şerefsiz chelsea den fenerden bu yana 5 ve üzeri gol yememiştik adi herif defol git be,Negative,tweet-pn
yine bitkinleşme,Positive,tweet-pn
gelde domal bakayım yavrum sikiyormuyum sikemiyormuyumm yırtayım amını kökleyerek boş boş  konuşuyor,Negative,tweet-pn
boykot etmeye cağırıyorum.,Positive,tweet-pn
İçimde böyle köpek gibi bi enerji var her boku yapabilirim ama vücudumda o enerjiden eser yok kendi kendime uyum sağlayamıyorum ,Positive,tweet-pn
Gizem Karaca: Sosyali bırak uçakta mesafe yok!,Positive,tweet-pn
bazen çok kötü biri olabiliyorum sonra bakıyorum o bile sizden iyiymiş,Positive,tweet-pn
hayır kanka bitti her sey ,Positive,tweet-pn
desteklediğin barzo gibi senin de karakterin bozuk,Negative,tweet-pn
Bu tacizcinin sağcı solcu veya ne partisinden olduğunu konuşmak yerine ne halt yediğini göz önüne alarak tepki verdiğiniz zaman insan olacaksınız!,Positive,tweet-pn
 Yunan medyası çılgına dönmüş olanlara inanamıyorlarmış bir kelime de onlara edelim Hayyalessaleh siz de birşey diyor mu ,Positive,tweet-pn
tüm orospu çocukları hepinizi gözlerinizden öpüyorum,Negative,tweet-pn
bülent arınça ahmak diyorum,Negative,tweet-pn
yarrak gibi olsam öper başıma korum diyecem ama olay çok çirkinleşiyor,Negative,tweet-pn
ders çalışacağım artık görüşürüz allah a emanet öptüm hepinizi,Positive,tweet-pn
ya biz kime ne anlatıyoruz amına koyim,Negative,tweet-pn
"Mekanın cennet olsun sevgili Seyfi Dursunoğlu.Sahnede hayat verdiği Huysuz Virjin karakterinde güldürüp eğlendirirken, finalde makyajını silip, peruğunu çıkartıp seyircisini ciddiyetle selamlayıp, veda ettiğini gördüğüm günden beri, sonsuz bir hayranlık duyarım. Sonsuza dek",Positive,tweet-pn
Aptal ben chpliyim ama eşitlikten yanayım kardeşim boş ,Negative,tweet-pn
 Papatya Tayyibin sikinden korkup sahte hesapla buraya çıkma travestisi geyi hep sizde değilmi ibne göt veren burada yazılan herşeye inanma göt oğlu göt ,Negative,tweet-pn
Ağlamasak mı dediğin adam her konuda senden daha donanımlı Neyse sen primini kas belki yaşındaki kız avların seni etkileyici bulur Her halükarda her platformda karşıma çıkabilirsin Mağdur ezik karakterinle bana zaten rakip olamazsın Herkes neyin ne olduğunu biliyor ,Negative,tweet-pn
Tamam ulan anladık be amına koyam ,Negative,tweet-pn
Hayvan gibi sikilirken fahişe muamelesi görmek isteyen sert ve küfürlü seksten hoşlanan efendisine itaatkar bir orospu Kendine güvenen fahişe yok mu istedigim gibi kullanıp vahşice sikebilecegim sekste sınır tanımayan sahibine itaat edecek gerçek orospuları bekliyorum DM GEL ,Negative,tweet-pn
dürümler ayrandan önce bitiyor. biz buna müsaade etmeyiz.,Positive,tweet-pn
"Son günlerde hızlı fiyat düşüşünden dolayı üreticilerimizin tarlasında kalan bamyaları satın alarak, Aydınlı ihtiyaç sahibi ailelere dağıtmaya başladık.Üreticimizin mağdur olmaması için her zaman en hızlı çözümleri sunmaya devam edeceğiz.",Positive,tweet-pn
İsmi ile müsemma olan Hamza Tekin Ayasofyanin cami olmasına güzel bir sey olmadı diyerek sataşan satılık bir ite haddini bildiriyor ,Negative,tweet-pn
senin doğmamış çocuğunu öldürürüm,Negative,tweet-pn
yine taşak konusu oldun,Negative,tweet-pn
Gerçekte modern dilenci,Positive,tweet-pn
koskaca müzeden yüzlerce eser kayıp. bu kayıp eserler merve'nin üstüne yıkılmaya çalışılınca bir çıkış yolu bulamayan merve intihar etti. nereye dokunsan tepeden tırnağa hırsızlık akıyor. eserler kayıp ve gencecik bir insan hayattan hayattan koparıldı. olan hep mazluma oluyor.,Positive,tweet-pn
Doktora bak günlük kotası 5 hastaymış ulan 9.30da gelmişim ne ara 5 hasta aldın da kotan doldu aq,Negative,tweet-pn
herkes de oğlu  okuldan gelince 5 dk da ana yemek cikariyor be  hayır o saate kadar diziye mi daldiniz,Positive,tweet-pn
Kişiliksiz Melih,Negative,tweet-pn
Aslında ufak çaplı sezaiye bi laf sokuş haberi olmasa da,Positive,tweet-pn
Tuvalet var mı ?,Positive,tweet-pn
"Demet Akalın'ı bu milletin başına musallat eden adam, senin de yatacak yerin yok..",Negative,tweet-pn
aptal evladı,Negative,tweet-pn
düğün yapmak sadece bana mı saçma geliyor i nsanları birkaç saat eğlendirmek için onca strese girmek onca para harcamak çok mantıksız düğüne harcayacağım parayla eşimle krlar kraliçeler gibi tatil yaparım gezerim tozarım eğlenirim ,Positive,tweet-pn
 Ahaber Sizofren yani iki veya üc yüzlüdür Saat önce dedigne güvenrisen az sonra Silivriye inersin Hasta amip Tehlikeli ,Negative,tweet-pn
"BU FAZLA KARAKTERSİZLİK,HAYSİYETSİZLİK VE DAHA NİCESİ",Negative,tweet-pn
Mutlu huzurlu akşamlar,Positive,tweet-pn
Exatlon daki cezalar çok kötü lan,Positive,tweet-pn
babasıyla ilişkisi belki de en düzgün karakter olmasına rağmen aralarında adı konulamayan bir mesafe olması. #Aşk101 h…,Positive,tweet-pn
 Dönüp baktığımda yanımdakine yol arkadaşım demek istiyorum Belli zorluklardan geçilmiş ve her ne olursa olsun yanımda ka ,Positive,tweet-pn
evet sonra oldu ama aziz yıldırım ersun yanal ı pezevenk yerine sokup gönderdi,Negative,tweet-pn
ben nasıl çıplaklar plajına mayo ile giremiyorsam  sende haşema ile halk plajlarına giremezsin sapık kocanı da al başka yere git,Negative,tweet-pn
